contract,gm1%,spc2014,spc2016,spc-new
NCL2014-540,19.25,1624.52,1307.80,1569.36
NCL2014-540,19.32,1636.64,1309.01,1570.82
NCL2014-540,19.40,1648.76,1310.23,1572.27
NCL2014-540,19.47,1660.88,1311.44,1573.73
NCL2014-540,19.55,1673.00,1312.65,1575.18
NCL2014-540,19.62,1685.12,1313.86,1576.63
NCL2014-540,19.69,1697.24,1315.07,1578.09
NCL2014-540,19.77,1709.36,1316.29,1579.54
NCL2014-540,19.84,1721.48,1317.50,1581.00
NCL2014-540,19.92,1733.60,1318.71,1582.45
NCL2014-540,19.99,1745.72,1319.92,1583.91
NCL2014-540,20.06,1757.84,2113.82,2378.04
NCL2014-540,20.14,1769.97,2115.75,2380.22
NCL2014-540,20.21,1782.09,2117.69,2382.41
NCL2014-540,20.28,1794.21,2119.63,2384.59
NCL2014-540,20.36,1806.33,2121.57,2386.77
NCL2014-540,20.43,1818.45,2123.51,2388.95
NCL2014-540,20.50,1830.57,2125.45,2391.13
NCL2014-540,20.57,1842.69,2127.39,2393.31
NCL2014-540,20.65,1854.81,2129.33,2395.50
NCL2014-540,20.72,1866.93,2131.27,2397.68
NCL2014-540,20.79,1879.05,2133.21,2399.86
NCL2014-540,20.86,1891.17,2135.15,2402.04
NCL2014-540,20.93,1903.29,2137.09,2404.22
NCL2014-540,21.01,1915.41,2139.03,2406.40
NCL2014-540,21.08,1927.53,2140.97,2408.59
NCL2014-540,21.15,1939.65,2142.90,2410.77
NCL2014-540,21.22,1951.77,2144.84,2412.95
NCL2014-540,21.29,1963.89,2146.78,2415.13
NCL2014-540,21.36,1976.01,2148.72,2417.31
NCL2014-540,21.43,1988.13,2150.66,2419.49
NCL2014-540,21.50,2000.25,2152.60,2421.68
NCL2014-540,21.57,2012.38,2154.54,2423.86
NCL2014-540,21.64,2024.50,2156.48,2426.04
NCL2014-540,21.71,2036.62,2158.42,2428.22
NCL2014-540,21.79,2048.74,2160.36,2430.40
NCL2014-540,21.86,2060.86,2162.30,2432.58
NCL2014-540,21.93,2072.98,2164.24,2434.77
NCL2014-540,22.00,2085.10,2166.18,2436.95
NCL2014-540,22.07,2097.22,2168.12,2439.13
NCL2014-540,22.13,2109.34,2170.05,2441.31
NCL2014-540,22.20,2121.46,2171.99,2443.49
NCL2014-540,22.27,2133.58,2173.93,2445.67
NCL2014-540,22.34,2145.70,2175.87,2447.86
NCL2014-540,22.41,2157.82,2177.81,2450.04
NCL2014-540,22.48,2169.94,2179.75,2452.22
NCL2014-540,22.55,2182.06,2181.69,2454.40
NCL2014-540,22.62,2194.18,2183.63,2456.58
NCL2014-540,22.69,2206.30,2185.57,2458.76
NCL2014-540,22.76,2218.42,2187.51,2460.95
NCL2014-540,22.82,2230.54,2189.45,2463.13
NCL2014-540,22.89,2242.67,2191.39,2465.31
NCL2014-540,22.96,2254.79,2193.33,2467.49
NCL2014-540,23.03,2266.91,2195.26,2469.67
NCL2014-540,23.10,2279.03,2197.20,2471.85
NCL2014-540,23.16,2291.15,2199.14,2474.04
NCL2014-540,23.23,2303.27,2201.08,2476.22
NCL2014-540,23.30,2315.39,2203.02,2478.40
NCL2014-540,23.37,2327.51,2204.96,2480.58
NCL2014-540,23.43,2339.63,2206.90,2482.76
NCL2014-540,23.50,2351.75,2208.84,2484.94
NCL2014-540,23.57,2363.87,2210.78,2487.13
NCL2014-540,23.64,2375.99,2212.72,2489.31
NCL2014-540,23.70,2388.11,2214.66,2491.49
NCL2014-540,23.77,2400.23,2216.60,2493.67
NCL2014-540,23.84,2412.35,2218.54,2495.85
NCL2014-540,23.90,2424.47,2220.48,2498.04
NCL2014-540,23.97,2436.59,2222.41,2500.22
NCL2014-540,24.04,2448.71,2224.35,2502.40
NCL2014-540,24.10,2460.83,2226.29,2504.58
NCL2014-540,24.17,2472.95,2228.23,2506.76
NCL2014-540,24.23,2485.08,2230.17,2508.94
NCL2014-540,24.30,2497.20,2232.11,2511.13
NCL2014-540,24.37,2509.32,2234.05,2513.31
NCL2014-540,24.43,2521.44,2235.99,2515.49
NCL2014-540,24.50,2533.56,2237.93,2517.67
NCL2014-540,24.56,2545.68,2239.87,2519.85
NCL2014-540,24.63,2557.80,2241.81,2522.03
NCL2014-540,24.69,2569.92,2243.75,2524.22
NCL2014-540,24.76,2582.04,2245.69,2526.40
NCL2014-540,24.82,2594.16,2247.63,2528.58
NCL2014-540,24.89,2606.28,2249.56,2530.76
NCL2014-540,24.95,2618.40,2251.50,2532.94
contract,gm1%,spc2014,spc2016,spc-new
NCL2015-0404,5.02,0.00,387.89,775.78
NCL2015-0404,5.12,0.00,388.31,776.63
NCL2015-0404,5.23,0.00,388.74,777.47
NCL2015-0404,5.33,0.00,389.16,778.32
NCL2015-0404,5.43,0.00,389.58,779.17
NCL2015-0404,5.53,0.00,390.01,780.01
NCL2015-0404,5.64,0.00,390.43,780.86
NCL2015-0404,5.74,0.00,390.85,781.70
NCL2015-0404,5.84,0.00,391.28,782.55
NCL2015-0404,5.94,0.00,391.70,783.40
NCL2015-0404,6.04,0.00,392.12,784.24
NCL2015-0404,6.15,0.00,392.54,785.09
NCL2015-0404,6.25,0.00,392.97,785.93
NCL2015-0404,6.35,0.00,393.39,786.78
NCL2015-0404,6.45,0.00,393.81,787.63
NCL2015-0404,6.55,0.00,394.24,788.47
NCL2015-0404,6.65,0.00,394.66,789.32
NCL2015-0404,6.75,0.00,395.08,790.16
NCL2015-0404,6.85,0.00,395.50,791.01
NCL2015-0404,6.95,0.00,395.93,791.86
NCL2015-0404,7.05,0.00,396.35,792.70
NCL2015-0404,7.15,0.00,396.77,793.55
NCL2015-0404,7.25,0.00,397.20,794.39
NCL2015-0404,7.34,0.00,397.62,795.24
NCL2015-0404,7.44,0.00,398.04,796.09
NCL2015-0404,7.54,0.00,398.47,796.93
NCL2015-0404,7.64,0.00,398.89,797.78
NCL2015-0404,7.74,0.00,399.31,798.62
NCL2015-0404,7.83,0.00,399.74,799.47
NCL2015-0404,7.93,0.00,400.16,800.32
NCL2015-0404,8.03,0.00,801.16,1201.74
NCL2015-0404,8.13,0.00,802.01,1203.01
NCL2015-0404,8.22,0.00,802.85,1204.28
NCL2015-0404,8.32,0.00,803.70,1205.55
NCL2015-0404,8.42,0.00,804.55,1206.82
NCL2015-0404,8.51,0.00,805.39,1208.09
NCL2015-0404,8.61,0.00,806.24,1209.36
NCL2015-0404,8.70,0.00,807.08,1210.63
NCL2015-0404,8.80,0.00,807.93,1211.89
NCL2015-0404,8.89,0.00,808.78,1213.16
NCL2015-0404,8.99,0.00,809.62,1214.43
NCL2015-0404,9.08,0.00,810.47,1215.70
NCL2015-0404,9.18,0.00,811.31,1216.97
NCL2015-0404,9.27,0.00,812.16,1218.24
NCL2015-0404,9.37,0.00,813.01,1219.51
NCL2015-0404,9.46,0.00,813.85,1220.78
NCL2015-0404,9.56,0.00,814.70,1222.05
NCL2015-0404,9.65,0.00,815.54,1223.32
NCL2015-0404,9.74,0.00,816.39,1224.59
NCL2015-0404,9.84,0.00,817.24,1225.85
NCL2015-0404,9.93,0.00,818.08,1227.12
NCL2015-0404,10.02,0.00,1228.39,1637.86
NCL2015-0404,10.12,0.00,1229.66,1639.55
NCL2015-0404,10.21,0.00,1230.93,1641.24
NCL2015-0404,10.30,0.00,1232.20,1642.93
NCL2015-0404,10.39,0.00,1233.47,1644.62
NCL2015-0404,10.49,0.00,1234.74,1646.32
NCL2015-0404,10.58,0.00,1236.01,1648.01
NCL2015-0404,10.67,0.00,1237.27,1649.70
NCL2015-0404,10.76,0.00,1238.54,1651.39
NCL2015-0404,10.85,0.00,1239.81,1653.08
NCL2015-0404,10.94,0.00,1241.08,1654.78
NCL2015-0404,11.03,0.00,1242.35,1656.47
NCL2015-0404,11.13,0.00,1243.62,1658.16
NCL2015-0404,11.22,0.00,1244.89,1659.85
NCL2015-0404,11.31,0.00,1246.16,1661.54
NCL2015-0404,11.40,512.56,1247.43,1663.24
NCL2015-0404,11.49,529.48,1248.70,1664.93
NCL2015-0404,11.58,546.40,1249.96,1666.62
NCL2015-0404,11.67,563.32,1251.23,1668.31
NCL2015-0404,11.76,580.24,1252.50,1670.00
NCL2015-0404,11.85,597.16,1253.77,1671.70
NCL2015-0404,11.93,614.08,1255.04,1673.39
NCL2015-0404,12.02,631.00,1256.31,1675.08
NCL2015-0404,12.11,647.92,1257.58,1676.77
NCL2015-0404,12.20,664.84,1258.85,1678.46
NCL2015-0404,12.29,681.76,1260.12,1680.16
NCL2015-0404,12.38,698.68,1261.39,1681.85
NCL2015-0404,12.47,715.60,1262.65,1683.54
NCL2015-0404,12.55,732.52,1263.92,1685.23
NCL2015-0404,12.64,749.44,1265.19,1686.92
NCL2015-0404,12.73,766.36,1266.46,1688.62
NCL2015-0404,12.82,783.28,1267.73,1690.31
NCL2015-0404,12.90,800.20,1269.00,1692.00
NCL2015-0404,12.99,817.12,1270.27,1693.69
NCL2015-0404,13.08,834.04,1271.54,1695.38
NCL2015-0404,13.16,850.96,1272.81,1697.08
NCL2015-0404,13.25,867.88,1274.08,1698.77
NCL2015-0404,13.34,884.80,1275.35,1700.46
NCL2015-0404,13.42,901.72,1276.61,1702.15
NCL2015-0404,13.51,918.64,1277.88,1703.84
NCL2015-0404,13.59,935.56,1279.15,1705.54
NCL2015-0404,13.68,952.48,1280.42,1707.23
NCL2015-0404,13.77,969.40,1281.69,1708.92
NCL2015-0404,13.85,986.32,1282.96,1710.61
NCL2015-0404,13.94,1003.24,1284.23,1712.30
NCL2015-0404,14.02,1020.16,1285.50,1714.00
NCL2015-0404,14.11,1037.08,1286.77,1715.69
NCL2015-0404,14.19,1054.00,1288.03,1717.38
NCL2015-0404,14.27,1070.92,1289.30,1719.07
NCL2015-0404,14.36,1087.84,1290.57,1720.76
NCL2015-0404,14.44,1104.76,1291.84,1722.46
NCL2015-0404,14.53,1121.68,1293.11,1724.15
NCL2015-0404,14.61,1138.60,1294.38,1725.84
NCL2015-0404,14.69,1155.52,1295.65,1727.53
NCL2015-0404,14.78,1172.44,1296.92,1729.22
NCL2015-0404,14.86,1189.36,1298.19,1730.92
NCL2015-0404,14.94,1206.28,1299.46,1732.61
NCL2015-0404,15.03,1223.20,2167.88,2601.45
NCL2015-0404,15.11,1240.12,2169.99,2603.99
NCL2015-0404,15.19,1257.04,2172.11,2606.53
NCL2015-0404,15.28,1273.96,2174.22,2609.06
NCL2015-0404,15.36,1290.88,2176.34,2611.60
NCL2015-0404,15.44,1307.80,2178.45,2614.14
NCL2015-0404,15.52,1324.72,2180.57,2616.68
NCL2015-0404,15.60,1341.64,2182.68,2619.22
NCL2015-0404,15.69,1358.56,2184.80,2621.75
NCL2015-0404,15.77,1375.48,2186.91,2624.29
NCL2015-0404,15.85,1392.40,2189.03,2626.83
NCL2015-0404,15.93,1409.32,2191.14,2629.37
NCL2015-0404,16.01,1426.24,2193.26,2631.91
NCL2015-0404,16.09,1443.16,2195.37,2634.44
NCL2015-0404,16.17,1460.08,2197.49,2636.98
NCL2015-0404,16.25,1477.00,2199.60,2639.52
NCL2015-0404,16.33,1493.92,2201.72,2642.06
NCL2015-0404,16.41,1510.84,2203.83,2644.60
NCL2015-0404,16.49,1527.76,2205.95,2647.13
NCL2015-0404,16.57,1544.68,2208.06,2649.67
NCL2015-0404,16.65,1561.60,2210.18,2652.21
NCL2015-0404,16.73,1578.52,2212.29,2654.75
NCL2015-0404,16.81,1595.44,2214.41,2657.29
NCL2015-0404,16.89,1612.36,2216.52,2659.82
NCL2015-0404,16.97,1629.28,2218.63,2662.36
NCL2015-0404,17.05,1646.20,2220.75,2664.90
NCL2015-0404,17.13,1663.12,2222.87,2667.44
NCL2015-0404,17.21,1680.04,2224.98,2669.98
NCL2015-0404,17.29,1696.96,2227.10,2672.51
NCL2015-0404,17.37,1713.88,2229.21,2675.05
NCL2015-0404,17.44,1730.80,2231.33,2677.59
NCL2015-0404,17.52,1747.72,2233.44,2680.13
NCL2015-0404,17.60,1764.64,2235.55,2682.67
NCL2015-0404,17.68,1781.56,2237.67,2685.20
NCL2015-0404,17.76,2248.10,2239.78,2687.74
NCL2015-0404,17.83,2269.25,2241.90,2690.28
NCL2015-0404,17.91,2290.40,2244.02,2692.82
NCL2015-0404,17.99,2311.55,2246.13,2695.36
NCL2015-0404,18.06,2332.70,2248.25,2697.89
NCL2015-0404,18.14,2353.85,2250.36,2700.43
NCL2015-0404,18.22,2375.00,2252.47,2702.97
NCL2015-0404,18.30,2396.15,2254.59,2705.51
NCL2015-0404,18.37,2417.30,2256.70,2708.05
NCL2015-0404,18.45,2438.45,2258.82,2710.58
NCL2015-0404,18.52,2459.60,2260.93,2713.12
NCL2015-0404,18.60,2480.75,2263.05,2715.66
NCL2015-0404,18.68,2501.90,2265.17,2718.20
NCL2015-0404,18.75,2523.05,2267.28,2720.74
NCL2015-0404,18.83,2544.20,2269.39,2723.27
NCL2015-0404,18.90,2565.35,2271.51,2725.81
NCL2015-0404,18.98,2586.50,2273.62,2728.35
NCL2015-0404,19.05,2607.65,2275.74,2730.89
NCL2015-0404,19.13,2628.80,2277.86,2733.43
NCL2015-0404,19.21,2649.95,2279.97,2735.96
NCL2015-0404,19.28,2671.10,2282.09,2738.50
NCL2015-0404,19.35,2692.25,2284.20,2741.04
NCL2015-0404,19.43,2713.40,2286.32,2743.58
NCL2015-0404,19.50,2734.55,2288.43,2746.12
NCL2015-0404,19.58,2755.70,2290.55,2748.65
NCL2015-0404,19.65,2776.85,2292.66,2751.19
NCL2015-0404,19.73,2798.00,2294.78,2753.73
NCL2015-0404,19.80,2819.15,2296.89,2756.27
NCL2015-0404,19.87,2840.30,2299.01,2758.81
NCL2015-0404,19.95,2861.45,2301.12,2761.34
NCL2015-0404,20.02,2882.60,3685.18,4145.82
NCL2015-0404,20.09,2903.75,3688.56,4149.63
NCL2015-0404,20.17,2924.90,3691.94,4153.44
NCL2015-0404,20.24,2946.05,3695.33,4157.24
NCL2015-0404,20.31,2967.20,3698.71,4161.05
NCL2015-0404,20.39,2988.35,3702.10,4164.86
NCL2015-0404,20.46,3009.50,3705.48,4168.66
NCL2015-0404,20.53,3030.65,3708.86,4172.47
NCL2015-0404,20.60,3051.80,3712.25,4176.28
NCL2015-0404,20.68,3072.95,3715.63,4180.09
NCL2015-0404,20.75,3094.10,3719.02,4183.89
NCL2015-0404,20.82,3115.25,3722.40,4187.70
NCL2015-0404,20.89,3136.40,3725.78,4191.51
NCL2015-0404,20.96,3157.55,3729.17,4195.31
NCL2015-0404,21.04,3178.70,3732.55,4199.12
NCL2015-0404,21.11,3199.85,3735.94,4202.93
NCL2015-0404,21.18,3221.00,3739.32,4206.73
NCL2015-0404,21.25,3242.15,3742.70,4210.54
NCL2015-0404,21.32,3263.30,3746.09,4214.35
NCL2015-0404,21.39,3284.45,3749.47,4218.16
NCL2015-0404,21.46,3305.60,3752.86,4221.96
NCL2015-0404,21.53,3326.75,3756.24,4225.77
NCL2015-0404,21.60,3347.90,3759.62,4229.58
NCL2015-0404,21.68,3369.05,3763.01,4233.38
NCL2015-0404,21.75,3390.20,3766.39,4237.19
NCL2015-0404,21.82,3411.35,3769.78,4241.00
NCL2015-0404,21.89,3432.50,3773.16,4244.81
NCL2015-0404,21.96,3453.65,3776.54,4248.61
NCL2015-0404,22.03,3474.80,3779.93,4252.42
NCL2015-0404,22.10,3495.95,3783.31,4256.23
NCL2015-0404,22.17,3517.10,3786.70,4260.03
NCL2015-0404,22.23,3538.25,3790.08,4263.84
NCL2015-0404,22.30,3559.40,3793.46,4267.65
NCL2015-0404,22.37,3580.55,3796.85,4271.45
NCL2015-0404,22.44,3601.70,3800.23,4275.26
NCL2015-0404,22.51,3622.85,3803.62,4279.07
NCL2015-0404,22.58,3644.00,3807.00,4282.88
NCL2015-0404,22.65,3665.15,3810.38,4286.68
NCL2015-0404,22.72,3686.30,3813.77,4290.49
NCL2015-0404,22.79,3707.45,3817.15,4294.30
NCL2015-0404,22.85,3728.60,3820.54,4298.10
NCL2015-0404,22.92,3749.75,3823.92,4301.91
NCL2015-0404,22.99,3770.90,3827.30,4305.72
NCL2015-0404,23.06,3792.05,3830.69,4309.52
NCL2015-0404,23.13,3813.20,3834.07,4313.33
NCL2015-0404,23.19,3834.35,3837.46,4317.14
NCL2015-0404,23.26,3855.50,3840.84,4320.94
NCL2015-0404,23.33,3876.65,3844.22,4324.75
NCL2015-0404,23.40,3897.80,3847.61,4328.56
NCL2015-0404,23.46,3918.95,3850.99,4332.37
NCL2015-0404,23.53,3940.10,3854.38,4336.17
NCL2015-0404,23.60,3961.25,3857.76,4339.98
NCL2015-0404,23.67,3982.40,3861.14,4343.79
NCL2015-0404,23.73,4003.55,3864.53,4347.59
NCL2015-0404,23.80,4024.70,3867.91,4351.40
NCL2015-0404,23.87,4045.85,3871.30,4355.21
NCL2015-0404,23.93,4067.00,3874.68,4359.01
NCL2015-0404,24.00,4088.15,3878.06,4362.82
NCL2015-0404,24.07,4109.30,3881.45,4366.63
NCL2015-0404,24.13,4130.45,3884.83,4370.44
NCL2015-0404,24.20,4151.60,3888.22,4374.24
NCL2015-0404,24.26,4172.75,3891.60,4378.05
NCL2015-0404,24.33,4193.90,3894.98,4381.86
NCL2015-0404,24.40,4215.05,3898.37,4385.66
NCL2015-0404,24.46,4236.20,3901.75,4389.47
NCL2015-0404,24.53,4257.35,3905.14,4393.28
NCL2015-0404,24.59,4278.50,3908.52,4397.09
NCL2015-0404,24.66,4299.65,3911.90,4400.89
NCL2015-0404,24.72,4320.80,3915.29,4404.70
NCL2015-0404,24.79,4341.95,3918.67,4408.51
NCL2015-0404,24.85,4363.10,3922.06,4412.31
NCL2015-0404,24.92,4384.25,3925.44,4416.12
NCL2015-0404,24.98,4405.40,3928.82,4419.93
contract,gm1%,spc2014,spc2016,spc-new
NCL2015-0081,5.08,0.00,1051.82,2103.63
NCL2015-0081,5.18,0.00,1052.98,2105.95
NCL2015-0081,5.29,0.00,1054.14,2108.28
NCL2015-0081,5.39,0.00,1055.30,2110.60
NCL2015-0081,5.49,0.00,1056.46,2112.92
NCL2015-0081,5.60,0.00,1057.62,2115.24
NCL2015-0081,5.70,0.00,1058.78,2117.56
NCL2015-0081,5.80,0.00,1059.94,2119.89
NCL2015-0081,5.91,0.00,1061.10,2122.21
NCL2015-0081,6.01,0.00,1062.26,2124.53
NCL2015-0081,6.11,0.00,1063.43,2126.85
NCL2015-0081,6.21,0.00,1064.59,2129.17
NCL2015-0081,6.31,0.00,1065.75,2131.50
NCL2015-0081,6.42,0.00,1066.91,2133.82
NCL2015-0081,6.52,0.00,1068.07,2136.14
NCL2015-0081,6.62,0.00,1069.23,2138.46
NCL2015-0081,6.72,0.00,1070.39,2140.78
NCL2015-0081,6.82,0.00,1071.55,2143.10
NCL2015-0081,6.92,0.00,1072.71,2145.43
NCL2015-0081,7.02,0.00,1073.87,2147.75
NCL2015-0081,7.12,0.00,1075.04,2150.07
NCL2015-0081,7.22,0.00,1076.20,2152.39
NCL2015-0081,7.32,0.00,1077.36,2154.71
NCL2015-0081,7.42,0.00,1078.52,2157.04
NCL2015-0081,7.52,0.00,1079.68,2159.36
NCL2015-0081,7.62,0.00,1080.84,2161.68
NCL2015-0081,7.71,0.00,1082.00,2164.00
NCL2015-0081,7.81,0.00,1083.16,2166.32
NCL2015-0081,7.91,0.00,1084.32,2168.65
NCL2015-0081,8.01,0.00,2170.97,3256.45
NCL2015-0081,8.11,0.00,2173.29,3259.93
NCL2015-0081,8.20,0.00,2175.61,3263.42
NCL2015-0081,8.30,0.00,2177.93,3266.90
NCL2015-0081,8.40,0.00,2180.25,3270.38
NCL2015-0081,8.50,0.00,2182.58,3273.86
NCL2015-0081,8.59,0.00,2184.90,3277.35
NCL2015-0081,8.69,0.00,2187.22,3280.83
NCL2015-0081,8.78,0.00,2189.54,3284.31
NCL2015-0081,8.88,0.00,2191.86,3287.80
NCL2015-0081,8.98,0.00,2194.19,3291.28
NCL2015-0081,9.07,0.00,2196.51,3294.76
NCL2015-0081,9.17,0.00,2198.83,3298.24
NCL2015-0081,9.26,0.00,2201.15,3301.73
NCL2015-0081,9.36,0.00,2203.47,3305.21
NCL2015-0081,9.45,0.00,2205.80,3308.69
NCL2015-0081,9.55,0.00,2208.12,3312.18
NCL2015-0081,9.64,0.00,2210.44,3315.66
NCL2015-0081,9.74,0.00,2212.76,3319.14
NCL2015-0081,9.83,0.00,2215.08,3322.62
NCL2015-0081,9.92,0.00,2217.40,3326.11
NCL2015-0081,10.02,0.00,3329.59,4439.45
NCL2015-0081,10.11,0.00,3333.07,4444.10
NCL2015-0081,10.21,0.00,3336.56,4448.74
NCL2015-0081,10.30,0.00,3340.04,4453.38
NCL2015-0081,10.39,0.00,3343.52,4458.03
NCL2015-0081,10.48,0.00,3347.00,4462.67
NCL2015-0081,10.58,0.00,3350.49,4467.32
NCL2015-0081,10.67,0.00,3353.97,4471.96
NCL2015-0081,10.76,0.00,3357.45,4476.60
NCL2015-0081,10.85,0.00,3360.94,4481.25
NCL2015-0081,10.95,0.00,3364.42,4485.89
NCL2015-0081,11.04,0.00,3367.90,4490.53
NCL2015-0081,11.13,0.00,3371.38,4495.18
NCL2015-0081,11.22,0.00,3374.87,4499.82
NCL2015-0081,11.31,0.00,3378.35,4504.47
NCL2015-0081,11.40,0.00,3381.83,4509.11
NCL2015-0081,11.49,0.00,3385.32,4513.75
NCL2015-0081,11.58,0.00,3388.80,4518.40
NCL2015-0081,11.67,0.00,3392.28,4523.04
NCL2015-0081,11.76,0.00,3395.76,4527.68
NCL2015-0081,11.85,0.00,3399.25,4532.33
NCL2015-0081,11.94,0.00,3402.73,4536.97
NCL2015-0081,12.03,0.00,3406.21,4541.62
NCL2015-0081,12.12,0.00,3409.69,4546.26
NCL2015-0081,12.21,0.00,3413.18,4550.90
NCL2015-0081,12.30,0.00,3416.66,4555.55
NCL2015-0081,12.39,0.00,3420.14,4560.19
NCL2015-0081,12.48,0.00,3423.63,4564.83
NCL2015-0081,12.57,0.00,3427.11,4569.48
NCL2015-0081,12.65,0.00,3430.59,4574.12
NCL2015-0081,12.74,0.00,3434.07,4578.77
NCL2015-0081,12.83,0.00,3437.56,4583.41
NCL2015-0081,12.92,0.00,3441.04,4588.05
NCL2015-0081,13.01,0.00,3444.52,4592.70
NCL2015-0081,13.09,0.00,3448.01,4597.34
NCL2015-0081,13.18,0.00,3451.49,4601.98
NCL2015-0081,13.27,0.00,3454.97,4606.63
NCL2015-0081,13.35,0.00,3458.45,4611.27
NCL2015-0081,13.44,0.00,3461.94,4615.92
NCL2015-0081,13.53,0.00,3465.42,4620.56
NCL2015-0081,13.61,0.00,3468.90,4625.20
NCL2015-0081,13.70,1435.28,3472.39,4629.85
NCL2015-0081,13.79,1481.71,3475.87,4634.49
NCL2015-0081,13.87,1528.15,3479.35,4639.14
NCL2015-0081,13.96,1574.59,3482.83,4643.78
NCL2015-0081,14.04,1621.03,3486.32,4648.42
NCL2015-0081,14.13,1667.46,3489.80,4653.07
NCL2015-0081,14.21,1713.90,3493.28,4657.71
NCL2015-0081,14.30,1760.34,3496.77,4662.35
NCL2015-0081,14.38,1806.78,3500.25,4667.00
NCL2015-0081,14.47,1853.21,3503.73,4671.64
NCL2015-0081,14.55,1899.65,3507.21,4676.29
NCL2015-0081,14.64,1946.09,3510.70,4680.93
NCL2015-0081,14.72,1992.53,3514.18,4685.57
NCL2015-0081,14.81,2038.96,3517.66,4690.22
NCL2015-0081,14.89,2085.40,3521.15,4694.86
NCL2015-0081,14.97,2131.84,3524.63,4699.50
NCL2015-0081,15.06,2178.28,5880.18,7056.22
NCL2015-0081,15.14,2224.71,5885.99,7063.19
NCL2015-0081,15.22,2271.15,5891.79,7070.15
NCL2015-0081,15.31,2317.59,5897.60,7077.12
NCL2015-0081,15.39,2364.03,5903.40,7084.08
NCL2015-0081,15.47,2410.46,5909.21,7091.05
NCL2015-0081,15.55,2456.90,5915.01,7098.02
NCL2015-0081,15.64,2503.34,5920.82,7104.98
NCL2015-0081,15.72,2549.78,5926.62,7111.95
NCL2015-0081,15.80,2596.22,5932.43,7118.91
NCL2015-0081,15.88,2642.65,5938.23,7125.88
NCL2015-0081,15.96,2689.09,5944.04,7132.84
NCL2015-0081,16.05,2735.53,5949.84,7139.81
NCL2015-0081,16.13,2781.97,5955.65,7146.77
NCL2015-0081,16.21,2828.40,5961.45,7153.74
NCL2015-0081,16.29,2874.84,5967.26,7160.71
NCL2015-0081,16.37,2921.28,5973.06,7167.67
NCL2015-0081,16.45,2967.72,5978.86,7174.64
NCL2015-0081,16.53,3014.15,5984.67,7181.60
NCL2015-0081,16.61,3060.59,5990.47,7188.57
NCL2015-0081,16.69,3107.03,5996.28,7195.53
NCL2015-0081,16.77,3153.47,6002.08,7202.50
NCL2015-0081,16.85,3199.90,6007.89,7209.47
NCL2015-0081,16.93,3246.34,6013.69,7216.43
NCL2015-0081,17.01,3292.78,6019.50,7223.40
NCL2015-0081,17.09,3339.22,6025.30,7230.36
NCL2015-0081,17.17,3385.65,6031.11,7237.33
NCL2015-0081,17.25,3432.09,6036.91,7244.29
NCL2015-0081,17.33,3478.53,6042.72,7251.26
NCL2015-0081,17.41,3524.97,6048.52,7258.23
NCL2015-0081,17.49,3571.40,6054.33,7265.19
NCL2015-0081,17.57,3617.84,6060.13,7272.16
NCL2015-0081,17.65,3664.28,6065.94,7279.12
NCL2015-0081,17.72,3710.72,6071.74,7286.09
NCL2015-0081,17.80,3757.16,6077.54,7293.05
NCL2015-0081,17.88,3803.59,6083.35,7300.02
NCL2015-0081,17.96,3850.03,6089.15,7306.98
NCL2015-0081,18.04,3896.47,6094.96,7313.95
NCL2015-0081,18.11,3942.91,6100.76,7320.92
NCL2015-0081,18.19,3989.34,6106.57,7327.88
NCL2015-0081,18.27,4035.78,6112.37,7334.85
NCL2015-0081,18.35,4082.22,6118.18,7341.81
NCL2015-0081,18.42,4128.66,6123.98,7348.78
NCL2015-0081,18.50,4175.09,6129.79,7355.74
NCL2015-0081,18.58,4221.53,6135.59,7362.71
NCL2015-0081,18.65,4267.97,6141.40,7369.68
NCL2015-0081,18.73,4314.41,6147.20,7376.64
NCL2015-0081,18.81,4360.84,6153.01,7383.61
NCL2015-0081,18.88,4407.28,6158.81,7390.57
NCL2015-0081,18.96,4453.72,6164.61,7397.54
NCL2015-0081,19.03,4500.16,6170.42,7404.50
NCL2015-0081,19.11,4546.59,6176.22,7411.47
NCL2015-0081,19.18,4593.03,6182.03,7418.43
NCL2015-0081,19.26,4639.47,6187.83,7425.40
NCL2015-0081,19.34,4685.91,6193.64,7432.37
NCL2015-0081,19.41,4732.34,6199.44,7439.33
NCL2015-0081,19.49,4778.78,6205.25,7446.30
NCL2015-0081,19.56,4825.22,6211.05,7453.26
NCL2015-0081,19.64,4871.66,6216.86,7460.23
NCL2015-0081,19.71,4918.10,6222.66,7467.19
NCL2015-0081,19.78,4964.53,6228.47,7474.16
NCL2015-0081,19.86,6263.71,6234.27,7481.13
NCL2015-0081,19.93,6321.76,6240.08,7488.09
NCL2015-0081,20.01,6379.81,9993.41,11242.59
NCL2015-0081,20.08,6437.85,10002.70,11253.03
NCL2015-0081,20.15,6495.90,10011.98,11263.48
NCL2015-0081,20.23,6553.95,10021.27,11273.93
NCL2015-0081,20.30,6612.00,10030.56,11284.38
NCL2015-0081,20.38,6670.04,10039.85,11294.83
NCL2015-0081,20.45,6728.09,10049.13,11305.28
NCL2015-0081,20.52,6786.14,10058.42,11315.72
NCL2015-0081,20.59,6844.18,10067.71,11326.17
NCL2015-0081,20.67,6902.23,10077.00,11336.62
NCL2015-0081,20.74,6960.28,10086.28,11347.07
NCL2015-0081,20.81,7018.32,10095.57,11357.52
