contract,gm1%,spc2014,spc2016,spc-new
NCL2015-0251,11.19,113610.12,107771.73,143695.64
NCL2015-0251,11.27,115002.52,107876.16,143834.88
NCL2015-0251,11.36,116394.92,107980.59,143974.12
NCL2015-0251,11.44,117787.32,108085.02,144113.36
NCL2015-0251,11.53,119179.72,108189.45,144252.60
NCL2015-0251,11.61,120572.12,108293.88,144391.84
NCL2015-0251,11.70,121964.52,108398.31,144531.08
NCL2015-0251,11.78,123356.92,108502.74,144670.32
NCL2015-0251,11.87,124749.32,108607.17,144809.56
NCL2015-0251,11.95,126141.72,108711.60,144948.80
NCL2015-0251,12.04,127534.12,108816.03,145088.04
NCL2015-0251,12.12,128926.52,108920.46,145227.28
NCL2015-0251,12.20,130318.92,109024.89,145366.52
NCL2015-0251,12.29,131711.31,109129.32,145505.76
NCL2015-0251,12.37,133103.71,109233.75,145645.00
NCL2015-0251,12.46,134496.11,109338.18,145784.24
NCL2015-0251,12.54,135888.51,109442.61,145923.48
NCL2015-0251,12.62,137280.91,109547.04,146062.72
NCL2015-0251,12.70,138673.31,109651.47,146201.96
NCL2015-0251,12.79,140065.71,109755.90,146341.20
NCL2015-0251,12.87,141458.11,109860.33,146480.44
NCL2015-0251,12.95,142850.51,109964.76,146619.68
NCL2015-0251,13.03,144242.91,110069.19,146758.92
NCL2015-0251,13.12,145635.31,110173.62,146898.16
NCL2015-0251,13.20,147027.71,110278.05,147037.40
NCL2015-0251,13.28,185525.14,110382.48,147176.64
NCL2015-0251,13.36,187265.64,110486.91,147315.88
NCL2015-0251,13.44,189006.14,110591.34,147455.12
NCL2015-0251,13.52,190746.64,110695.77,147594.36
NCL2015-0251,13.60,192487.14,110800.20,147733.60
NCL2015-0251,13.69,194227.64,110904.63,147872.84
NCL2015-0251,13.77,195968.14,111009.06,148012.08
NCL2015-0251,13.85,197708.64,111113.49,148151.32
NCL2015-0251,13.93,199449.14,111217.92,148290.56
NCL2015-0251,14.01,201189.63,111322.35,148429.80
NCL2015-0251,14.09,202930.13,111426.78,148569.04
NCL2015-0251,14.17,204670.63,111531.21,148708.28
NCL2015-0251,14.25,206411.13,111635.64,148847.52
NCL2015-0251,14.33,208151.63,111740.07,148986.76
NCL2015-0251,14.41,209892.13,111844.50,149126.00
NCL2015-0251,14.49,211632.63,111948.93,149265.24
NCL2015-0251,14.57,213373.13,112053.36,149404.48
NCL2015-0251,14.65,215113.63,112157.79,149543.72
NCL2015-0251,14.72,216854.13,112262.22,149682.96
NCL2015-0251,14.80,218594.63,112366.65,149822.20
NCL2015-0251,14.88,220335.13,112471.08,149961.44
NCL2015-0251,14.96,222075.63,112575.51,150100.68
NCL2015-0251,15.04,223816.13,187799.90,225359.88
NCL2015-0251,15.12,225556.63,187973.95,225568.74
NCL2015-0251,15.20,227297.13,188148.00,225777.60
NCL2015-0251,15.27,229037.63,188322.05,225986.46
NCL2015-0251,15.35,230778.13,188496.10,226195.32
NCL2015-0251,15.43,232518.63,188670.15,226404.18
NCL2015-0251,15.51,234259.13,188844.20,226613.04
NCL2015-0251,15.58,235999.63,189018.25,226821.90
NCL2015-0251,15.66,237740.13,189192.30,227030.76
NCL2015-0251,15.74,239480.63,189366.35,227239.62
NCL2015-0251,15.82,241221.12,189540.40,227448.48
NCL2015-0251,15.89,242961.62,189714.45,227657.34
NCL2015-0251,15.97,244702.12,189888.50,227866.20
NCL2015-0251,16.05,246442.62,190062.55,228075.06
NCL2015-0251,16.12,248183.12,190236.60,228283.92
NCL2015-0251,16.20,249923.62,190410.65,228492.78
NCL2015-0251,16.28,251664.12,190584.70,228701.64
NCL2015-0251,16.35,253404.62,190758.75,228910.50
NCL2015-0251,16.43,255145.12,190932.80,229119.36
NCL2015-0251,16.50,256885.62,191106.85,229328.22
NCL2015-0251,16.58,258626.12,191280.90,229537.08
NCL2015-0251,16.65,260366.62,191454.95,229745.94
NCL2015-0251,16.73,262107.12,191629.00,229954.80
NCL2015-0251,16.80,263847.62,191803.05,230163.66
NCL2015-0251,16.88,265588.12,191977.10,230372.52
NCL2015-0251,16.95,267328.62,192151.15,230581.38
NCL2015-0251,17.03,269069.12,192325.20,230790.24
NCL2015-0251,17.10,270809.62,192499.25,230999.10
NCL2015-0251,17.18,272550.12,192673.30,231207.96
NCL2015-0251,17.25,274290.62,192847.35,231416.82
NCL2015-0251,17.33,276031.12,193021.40,231625.68
NCL2015-0251,17.40,277771.62,193195.45,231834.54
NCL2015-0251,17.48,279512.12,193369.50,232043.40
NCL2015-0251,17.55,281252.61,193543.55,232252.26
NCL2015-0251,17.62,282993.11,193717.60,232461.12
NCL2015-0251,17.70,284733.61,193891.65,232669.98
NCL2015-0251,17.77,286474.11,194065.70,232878.84
NCL2015-0251,17.84,288214.61,194239.75,233087.70
NCL2015-0251,17.92,289955.11,194413.80,233296.56
NCL2015-0251,17.99,291695.61,194587.85,233505.42
NCL2015-0251,18.06,293436.11,194761.90,233714.28
NCL2015-0251,18.14,295176.61,194935.95,233923.14
NCL2015-0251,18.21,296917.11,195110.00,234132.00
NCL2015-0251,18.28,298657.61,195284.05,234340.86
NCL2015-0251,18.35,300398.11,195458.10,234549.72
NCL2015-0251,18.43,302138.61,195632.15,234758.58
NCL2015-0251,18.50,303879.11,195806.20,234967.44
NCL2015-0251,18.57,305619.61,195980.25,235176.30
NCL2015-0251,18.64,307360.11,196154.30,235385.16
NCL2015-0251,18.71,309100.61,196328.35,235594.02
NCL2015-0251,18.79,310841.11,196502.40,235802.88
NCL2015-0251,18.86,312581.61,196676.45,236011.74
NCL2015-0251,18.93,314322.11,196850.50,236220.60
NCL2015-0251,19.00,316062.61,197024.55,236429.46
NCL2015-0251,19.07,317803.11,197198.60,236638.32
NCL2015-0251,19.14,319543.61,197372.65,236847.18
NCL2015-0251,19.21,321284.11,197546.70,237056.04
NCL2015-0251,19.28,323024.60,197720.75,237264.90
NCL2015-0251,19.35,324765.10,197894.80,237473.76
NCL2015-0251,19.42,326505.60,198068.85,237682.62
NCL2015-0251,19.50,328246.10,198242.90,237891.48
NCL2015-0251,19.57,329986.60,198416.95,238100.34
NCL2015-0251,19.64,331727.10,198591.00,238309.20
NCL2015-0251,19.71,333467.60,198765.05,238518.06
NCL2015-0251,19.78,335208.10,198939.10,238726.92
NCL2015-0251,19.85,336948.60,199113.15,238935.78
NCL2015-0251,19.92,338689.10,199287.20,239144.64
NCL2015-0251,19.98,340429.60,199461.25,239353.50
NCL2015-0251,20.05,342170.10,319416.48,359343.54
NCL2015-0251,20.12,343910.60,319694.96,359656.83
NCL2015-0251,20.19,345651.10,319973.44,359970.12
NCL2015-0251,20.26,347391.60,320251.92,360283.41
NCL2015-0251,20.33,349132.10,320530.40,360596.70
NCL2015-0251,20.40,350872.60,320808.88,360909.99
NCL2015-0251,20.47,352613.10,321087.36,361223.28
NCL2015-0251,20.54,354353.60,321365.84,361536.57
NCL2015-0251,20.61,356094.10,321644.32,361849.86
NCL2015-0251,20.67,357834.60,321922.80,362163.15
NCL2015-0251,20.74,359575.10,322201.28,362476.44
NCL2015-0251,20.81,361315.60,322479.76,362789.73
NCL2015-0251,20.88,363056.09,322758.24,363103.02
NCL2015-0251,20.95,364796.59,323036.72,363416.31
NCL2015-0251,21.01,366537.09,323315.20,363729.60
NCL2015-0251,21.08,368277.59,323593.68,364042.89
NCL2015-0251,21.15,370018.09,323872.16,364356.18
NCL2015-0251,21.22,371758.59,324150.64,364669.47
NCL2015-0251,21.28,373499.09,324429.12,364982.76
NCL2015-0251,21.35,375239.59,324707.60,365296.05
NCL2015-0251,21.42,376980.09,324986.08,365609.34
NCL2015-0251,21.49,378720.59,325264.56,365922.63
NCL2015-0251,21.55,380461.09,325543.04,366235.92
NCL2015-0251,21.62,382201.59,325821.52,366549.21
NCL2015-0251,21.69,383942.09,326100.00,366862.50
NCL2015-0251,21.75,385682.59,326378.48,367175.79
NCL2015-0251,21.82,387423.09,326656.96,367489.08
NCL2015-0251,21.89,389163.59,326935.44,367802.37
NCL2015-0251,21.95,390904.09,327213.92,368115.66
NCL2015-0251,22.02,392644.59,327492.40,368428.95
NCL2015-0251,22.08,394385.09,327770.88,368742.24
NCL2015-0251,22.15,396125.59,328049.36,369055.53
NCL2015-0251,22.22,397866.09,328327.84,369368.82
NCL2015-0251,22.28,399606.59,328606.32,369682.11
NCL2015-0251,22.35,401347.09,328884.80,369995.40
NCL2015-0251,22.41,403087.59,329163.28,370308.69
NCL2015-0251,22.48,404828.08,329441.76,370621.98
NCL2015-0251,22.54,406568.58,329720.24,370935.27
NCL2015-0251,22.61,408309.08,329998.72,371248.56
NCL2015-0251,22.67,410049.58,330277.20,371561.85
NCL2015-0251,22.74,411790.08,330555.68,371875.14
NCL2015-0251,22.80,413530.58,330834.16,372188.43
NCL2015-0251,22.87,415271.08,331112.64,372501.72
NCL2015-0251,22.93,500413.90,331391.12,372815.01
NCL2015-0251,23.00,502502.50,331669.60,373128.30
NCL2015-0251,23.06,504591.10,331948.08,373441.59
NCL2015-0251,23.12,506679.70,332226.56,373754.88
NCL2015-0251,23.19,508768.30,332505.04,374068.17
NCL2015-0251,23.25,510856.90,332783.52,374381.46
NCL2015-0251,23.32,512945.49,333062.00,374694.75
NCL2015-0251,23.38,515034.09,333340.48,375008.04
NCL2015-0251,23.44,517122.69,333618.96,375321.33
NCL2015-0251,23.51,519211.29,333897.44,375634.62
NCL2015-0251,23.57,521299.89,334175.92,375947.91
NCL2015-0251,23.63,523388.49,334454.40,376261.20
NCL2015-0251,23.70,525477.09,334732.88,376574.49
NCL2015-0251,23.76,527565.69,335011.36,376887.78
NCL2015-0251,23.82,529654.29,335289.84,377201.07
NCL2015-0251,23.89,531742.89,335568.32,377514.36
NCL2015-0251,23.95,533831.49,335846.80,377827.65
NCL2015-0251,24.01,535920.09,336125.28,378140.94
NCL2015-0251,24.07,538008.69,336403.76,378454.23
NCL2015-0251,24.14,540097.29,336682.24,378767.52
NCL2015-0251,24.20,542185.89,336960.72,379080.81
NCL2015-0251,24.26,544274.49,337239.20,379394.10
NCL2015-0251,24.32,546363.09,337517.68,379707.39
NCL2015-0251,24.39,548451.69,337796.16,380020.68
NCL2015-0251,24.45,550540.29,338074.64,380333.97
NCL2015-0251,24.51,552628.89,338353.12,380647.26
NCL2015-0251,24.57,554717.48,338631.60,380960.55
NCL2015-0251,24.63,556806.08,338910.08,381273.84
NCL2015-0251,24.70,558894.68,339188.56,381587.13
NCL2015-0251,24.76,560983.28,339467.04,381900.42
NCL2015-0251,24.82,563071.88,339745.52,382213.71
NCL2015-0251,24.88,565160.48,340024.00,382527.00
NCL2015-0251,24.94,567249.08,340302.48,382840.29
contract,gm1%,spc2014,spc2016,spc-new
NCL2015-0426,5.05,4452.20,4452.20,8904.40
NCL2015-0426,5.15,4456.82,4456.82,8913.64
NCL2015-0426,5.24,4461.44,4461.44,8922.88
NCL2015-0426,5.34,4466.06,4466.06,8932.11
NCL2015-0426,5.44,4470.67,4470.67,8941.35
NCL2015-0426,5.54,4475.29,4475.29,8950.59
NCL2015-0426,5.64,4479.91,4479.91,8959.82
NCL2015-0426,5.73,4484.53,4484.53,8969.06
NCL2015-0426,5.83,4489.15,4489.15,8978.30
NCL2015-0426,5.93,4493.77,4493.77,8987.53
NCL2015-0426,6.02,4498.39,4498.39,8996.77
NCL2015-0426,6.12,4503.00,4503.00,9006.01
NCL2015-0426,6.22,4507.62,4507.62,9015.25
NCL2015-0426,6.31,4512.24,4512.24,9024.48
NCL2015-0426,6.41,4516.86,4516.86,9033.72
NCL2015-0426,6.50,4521.48,4521.48,9042.96
NCL2015-0426,6.60,4526.10,4526.10,9052.19
NCL2015-0426,6.69,4530.71,4530.71,9061.43
NCL2015-0426,6.79,4535.33,4535.33,9070.67
NCL2015-0426,6.88,4539.95,4539.95,9079.90
NCL2015-0426,6.98,4544.57,4544.57,9089.14
NCL2015-0426,7.07,4549.19,4549.19,9098.38
NCL2015-0426,7.17,4553.81,4553.81,9107.61
NCL2015-0426,7.26,4558.43,4558.43,9116.85
NCL2015-0426,7.35,4563.04,4563.04,9126.09
NCL2015-0426,7.45,4567.66,4567.66,9135.33
NCL2015-0426,7.54,4572.28,4572.28,9144.56
NCL2015-0426,7.63,4576.90,4576.90,9153.80
NCL2015-0426,7.73,4581.52,4581.52,9163.04
NCL2015-0426,7.82,4586.14,4586.14,9172.27
NCL2015-0426,7.91,4590.76,4590.76,9181.51
NCL2015-0426,8.01,4595.37,9190.75,13786.12
NCL2015-0426,8.10,4599.99,9199.98,13799.98
NCL2015-0426,8.19,4604.61,9209.22,13813.83
NCL2015-0426,8.28,4609.23,9218.46,13827.69
NCL2015-0426,8.37,4613.85,9227.69,13841.54
NCL2015-0426,8.47,5672.52,9236.93,13855.40
NCL2015-0426,8.56,5857.25,9246.17,13869.25
NCL2015-0426,8.65,6041.99,9255.41,13883.11
NCL2015-0426,8.74,6226.73,9264.64,13896.96
NCL2015-0426,8.83,6411.47,9273.88,13910.82
NCL2015-0426,8.92,6596.21,9283.12,13924.67
NCL2015-0426,9.01,6780.95,9292.35,13938.53
NCL2015-0426,9.10,6965.69,9301.59,13952.39
NCL2015-0426,9.19,7150.43,9310.83,13966.24
NCL2015-0426,9.28,7335.16,9320.06,13980.10
NCL2015-0426,9.37,7519.90,9329.30,13993.95
NCL2015-0426,9.46,7704.64,9338.54,14007.81
NCL2015-0426,9.55,7889.38,9347.77,14021.66
NCL2015-0426,9.64,8074.12,9357.01,14035.52
NCL2015-0426,9.73,8258.86,9366.25,14049.37
NCL2015-0426,9.82,8443.60,9375.49,14063.23
NCL2015-0426,9.91,8628.33,9384.72,14077.08
NCL2015-0426,10.00,8813.07,9393.96,14090.94
NCL2015-0426,10.08,8997.81,14104.79,18806.39
NCL2015-0426,10.17,9182.55,14118.65,18824.87
NCL2015-0426,10.26,9367.29,14132.51,18843.34
NCL2015-0426,10.35,9552.03,14146.36,18861.81
NCL2015-0426,10.44,9736.77,14160.22,18880.29
NCL2015-0426,10.52,9921.50,14174.07,18898.76
NCL2015-0426,10.61,10106.24,14187.93,18917.24
NCL2015-0426,10.70,10290.98,14201.78,18935.71
NCL2015-0426,10.79,10475.72,14215.64,18954.18
NCL2015-0426,10.87,10660.46,14229.49,18972.66
NCL2015-0426,10.96,10845.20,14243.35,18991.13
NCL2015-0426,11.05,11029.94,14257.20,19009.61
NCL2015-0426,11.13,11214.67,14271.06,19028.08
NCL2015-0426,11.22,11399.41,14284.91,19046.55
NCL2015-0426,11.30,11584.15,14298.77,19065.03
NCL2015-0426,11.39,11768.89,14312.63,19083.50
NCL2015-0426,11.48,11953.63,14326.48,19101.97
NCL2015-0426,11.56,12138.37,14340.34,19120.45
NCL2015-0426,11.65,12323.11,14354.19,19138.92
NCL2015-0426,11.73,12507.85,14368.05,19157.40
NCL2015-0426,11.82,12692.58,14381.90,19175.87
NCL2015-0426,11.90,12877.32,14395.76,19194.34
NCL2015-0426,11.99,13062.06,14409.61,19212.82
NCL2015-0426,12.07,13246.80,14423.47,19231.29
NCL2015-0426,12.16,13431.54,14437.32,19249.77
NCL2015-0426,12.24,13616.28,14451.18,19268.24
NCL2015-0426,12.32,13801.02,14465.03,19286.71
NCL2015-0426,12.41,13985.75,14478.89,19305.19
NCL2015-0426,12.49,14170.49,14492.75,19323.66
NCL2015-0426,12.58,14355.23,14506.60,19342.13
NCL2015-0426,12.66,14539.97,14520.46,19360.61
NCL2015-0426,12.74,14724.71,14534.31,19379.08
NCL2015-0426,12.82,14909.45,14548.17,19397.56
NCL2015-0426,12.91,15094.19,14562.02,19416.03
NCL2015-0426,12.99,15278.92,14575.88,19434.50
NCL2015-0426,13.07,15463.66,14589.73,19452.98
NCL2015-0426,13.16,15648.40,14603.59,19471.45
NCL2015-0426,13.24,15833.14,14617.44,19489.93
NCL2015-0426,13.32,16017.88,14631.30,19508.40
NCL2015-0426,13.40,16202.62,14645.16,19526.87
NCL2015-0426,13.48,16387.36,14659.01,19545.35
NCL2015-0426,13.57,16572.10,14672.87,19563.82
NCL2015-0426,13.65,16756.83,14686.72,19582.29
NCL2015-0426,13.73,16941.57,14700.58,19600.77
NCL2015-0426,13.81,17126.31,14714.43,19619.24
NCL2015-0426,13.89,17311.05,14728.29,19637.72
NCL2015-0426,13.97,17495.79,14742.14,19656.19
NCL2015-0426,14.05,17680.53,14756.00,19674.66
NCL2015-0426,14.13,17865.27,14769.85,19693.14
NCL2015-0426,14.21,18050.00,14783.71,19711.61
NCL2015-0426,14.29,18234.74,14797.56,19730.09
NCL2015-0426,14.37,18419.48,14811.42,19748.56
NCL2015-0426,14.45,18604.22,14825.28,19767.03
NCL2015-0426,14.53,18788.96,14839.13,19785.51
NCL2015-0426,14.61,18973.70,14852.99,19803.98
NCL2015-0426,14.69,19158.44,14866.84,19822.46
NCL2015-0426,14.77,19343.17,14880.70,19840.93
NCL2015-0426,14.85,19527.91,14894.55,19859.40
NCL2015-0426,14.93,19712.65,14908.41,19877.88
NCL2015-0426,15.01,24871.74,24870.44,29844.53
NCL2015-0426,15.09,25102.66,24893.53,29872.24
NCL2015-0426,15.17,25333.58,24916.62,29899.95
NCL2015-0426,15.25,25564.51,24939.72,29927.66
NCL2015-0426,15.32,25795.43,24962.81,29955.37
NCL2015-0426,15.40,26026.35,24985.90,29983.08
NCL2015-0426,15.48,26257.28,25008.99,30010.79
NCL2015-0426,15.56,26488.20,25032.08,30038.50
NCL2015-0426,15.64,26719.12,25055.18,30066.21
NCL2015-0426,15.71,26950.05,25078.27,30093.92
NCL2015-0426,15.79,27180.97,25101.36,30121.63
NCL2015-0426,15.87,27411.89,25124.45,30149.34
NCL2015-0426,15.95,27642.82,25147.55,30177.06
NCL2015-0426,16.02,27873.74,25170.64,30204.77
NCL2015-0426,16.10,28104.66,25193.73,30232.48
NCL2015-0426,16.18,28335.59,25216.82,30260.19
NCL2015-0426,16.25,28566.51,25239.92,30287.90
NCL2015-0426,16.33,28797.43,25263.01,30315.61
NCL2015-0426,16.41,29028.36,25286.10,30343.32
NCL2015-0426,16.48,29259.28,25309.19,30371.03
NCL2015-0426,16.56,29490.20,25332.28,30398.74
NCL2015-0426,16.64,29721.13,25355.38,30426.45
NCL2015-0426,16.71,29952.05,25378.47,30454.16
NCL2015-0426,16.79,30182.97,25401.56,30481.87
NCL2015-0426,16.86,30413.90,25424.65,30509.59
NCL2015-0426,16.94,30644.82,25447.75,30537.30
NCL2015-0426,17.01,30875.74,25470.84,30565.01
NCL2015-0426,17.09,31106.67,25493.93,30592.72
NCL2015-0426,17.16,31337.59,25517.02,30620.43
NCL2015-0426,17.24,31568.51,25540.12,30648.14
NCL2015-0426,17.31,31799.44,25563.21,30675.85
NCL2015-0426,17.39,32030.36,25586.30,30703.56
NCL2015-0426,17.46,32261.28,25609.39,30731.27
NCL2015-0426,17.54,32492.21,25632.49,30758.98
NCL2015-0426,17.61,32723.13,25655.58,30786.69
NCL2015-0426,17.69,32954.05,25678.67,30814.40
NCL2015-0426,17.76,33184.98,25701.76,30842.11
NCL2015-0426,17.83,33415.90,25724.85,30869.83
NCL2015-0426,17.91,33646.82,25747.95,30897.54
NCL2015-0426,17.98,33877.75,25771.04,30925.25
NCL2015-0426,18.05,34108.67,25794.13,30952.96
NCL2015-0426,18.13,34339.59,25817.22,30980.67
NCL2015-0426,18.20,34570.52,25840.32,31008.38
NCL2015-0426,18.27,34801.44,25863.41,31036.09
NCL2015-0426,18.35,35032.36,25886.50,31063.80
NCL2015-0426,18.42,35263.29,25909.59,31091.51
NCL2015-0426,18.49,35494.21,25932.69,31119.22
NCL2015-0426,18.56,35725.13,25955.78,31146.93
NCL2015-0426,18.64,35956.06,25978.87,31174.64
NCL2015-0426,18.71,36186.98,26001.96,31202.35
NCL2015-0426,18.78,36417.90,26025.05,31230.07
NCL2015-0426,18.85,36648.83,26048.15,31257.78
NCL2015-0426,18.92,36879.75,26071.24,31285.49
NCL2015-0426,19.00,37110.67,26094.33,31313.20
NCL2015-0426,19.07,37341.60,26117.42,31340.91
NCL2015-0426,19.14,37572.52,26140.52,31368.62
NCL2015-0426,19.21,37803.44,26163.61,31396.33
NCL2015-0426,19.28,38034.37,26186.70,31424.04
NCL2015-0426,19.35,38265.29,26209.79,31451.75
NCL2015-0426,19.42,38496.21,26232.89,31479.46
NCL2015-0426,19.50,38727.14,26255.98,31507.17
NCL2015-0426,19.57,38958.06,26279.07,31534.88
NCL2015-0426,19.64,39188.98,26302.16,31562.60
NCL2015-0426,19.71,39419.91,26325.26,31590.31
NCL2015-0426,19.78,39650.83,26348.35,31618.02
NCL2015-0426,19.85,39881.75,26371.44,31645.73
NCL2015-0426,19.92,40112.68,26394.53,31673.44
NCL2015-0426,19.99,40343.60,26417.62,31701.15
NCL2015-0426,20.06,40574.52,42305.15,47593.29
NCL2015-0426,20.13,40805.45,42342.09,47634.86
NCL2015-0426,20.20,41036.37,42379.04,47676.42
NCL2015-0426,20.27,41267.29,42415.99,47717.99
NCL2015-0426,20.34,41498.22,42452.94,47759.55
NCL2015-0426,20.41,41729.14,42489.89,47801.12
NCL2015-0426,20.47,41960.06,42526.83,47842.69
NCL2015-0426,20.54,42190.99,42563.78,47884.25
NCL2015-0426,20.61,42421.91,42600.73,47925.82
NCL2015-0426,20.68,42652.83,42637.68,47967.39
NCL2015-0426,20.75,42883.75,42674.62,48008.95
NCL2015-0426,20.82,43114.68,42711.57,48050.52
NCL2015-0426,20.89,43345.60,42748.52,48092.08
NCL2015-0426,20.96,43576.52,42785.47,48133.65
NCL2015-0426,21.02,43807.45,42822.41,48175.22
NCL2015-0426,21.09,44038.37,42859.36,48216.78
NCL2015-0426,21.16,44269.29,42896.31,48258.35
NCL2015-0426,21.23,44500.22,42933.26,48299.92
NCL2015-0426,21.30,44731.14,42970.21,48341.48
NCL2015-0426,21.36,44962.06,43007.15,48383.05
NCL2015-0426,21.43,45192.99,43044.10,48424.61
NCL2015-0426,21.50,45423.91,43081.05,48466.18
NCL2015-0426,21.56,45654.83,43118.00,48507.75
NCL2015-0426,21.63,45885.76,43154.94,48549.31
NCL2015-0426,21.70,46116.68,43191.89,48590.88
NCL2015-0426,21.77,46347.60,43228.84,48632.44
NCL2015-0426,21.83,46578.53,43265.79,48674.01
NCL2015-0426,21.90,46809.45,43302.74,48715.58
NCL2015-0426,21.97,47040.37,43339.68,48757.14
NCL2015-0426,22.03,47271.30,43376.63,48798.71
NCL2015-0426,22.10,47502.22,43413.58,48840.28
NCL2015-0426,22.17,47733.14,43450.53,48881.84
NCL2015-0426,22.23,47964.07,43487.47,48923.41
NCL2015-0426,22.30,48194.99,43524.42,48964.97
NCL2015-0426,22.36,48425.91,43561.37,49006.54
NCL2015-0426,22.43,48656.84,43598.32,49048.11
NCL2015-0426,22.49,48887.76,43635.26,49089.67
NCL2015-0426,22.56,49118.68,43672.21,49131.24
NCL2015-0426,22.63,49349.61,43709.16,49172.81
NCL2015-0426,22.69,49580.53,43746.11,49214.37
NCL2015-0426,22.76,49811.45,43783.06,49255.94
NCL2015-0426,22.82,50042.38,43820.00,49297.50
NCL2015-0426,22.89,50273.30,43856.95,49339.07
NCL2015-0426,22.95,50504.22,43893.90,49380.64
NCL2015-0426,23.02,50735.15,43930.85,49422.20
NCL2015-0426,23.08,50966.07,43967.79,49463.77
NCL2015-0426,23.15,51196.99,44004.74,49505.33
NCL2015-0426,23.21,51427.92,44041.69,49546.90
NCL2015-0426,23.27,51658.84,44078.64,49588.47
NCL2015-0426,23.34,51889.76,44115.59,49630.03
NCL2015-0426,23.40,52120.69,44152.53,49671.60
NCL2015-0426,23.47,52351.61,44189.48,49713.17
NCL2015-0426,23.53,52582.53,44226.43,49754.73
NCL2015-0426,23.59,52813.46,44263.38,49796.30
NCL2015-0426,23.66,53044.38,44300.32,49837.86
NCL2015-0426,23.72,53275.30,44337.27,49879.43
NCL2015-0426,23.79,53506.23,44374.22,49921.00
NCL2015-0426,23.85,53737.15,44411.17,49962.56
NCL2015-0426,23.91,53968.07,44448.11,50004.13
NCL2015-0426,23.98,54199.00,44485.06,50045.70
NCL2015-0426,24.04,54429.92,44522.01,50087.26
NCL2015-0426,24.10,54660.84,44558.96,50128.83
NCL2015-0426,24.16,54891.77,44595.91,50170.39
NCL2015-0426,24.23,55122.69,44632.85,50211.96
NCL2015-0426,24.29,55353.61,44669.80,50253.53
NCL2015-0426,24.35,55584.54,44706.75,50295.09
NCL2015-0426,24.41,55815.46,44743.70,50336.66
NCL2015-0426,24.48,67255.66,44780.64,50378.22
NCL2015-0426,24.54,67532.77,44817.59,50419.79
NCL2015-0426,24.60,67809.87,44854.54,50461.36
NCL2015-0426,24.66,68086.98,44891.49,50502.92
NCL2015-0426,24.73,68364.09,44928.44,50544.49
NCL2015-0426,24.79,68641.20,44965.38,50586.06
NCL2015-0426,24.85,68918.31,45002.33,50627.62
NCL2015-0426,24.91,69195.41,45039.28,50669.19
NCL2015-0426,24.97,69472.52,45076.23,50710.75
contract,gm1%,spc2014,spc2016,spc-new
NCL2015-0125,5.01,2675.10,2675.10,5350.20
NCL2015-0125,5.10,2677.90,2677.90,5355.80
NCL2015-0125,5.20,2680.70,2680.70,5361.40
NCL2015-0125,5.30,2683.50,2683.50,5367.00
NCL2015-0125,5.40,2686.30,2686.30,5372.61
NCL2015-0125,5.50,2689.10,2689.10,5378.21
NCL2015-0125,5.60,2691.91,2691.91,5383.81
NCL2015-0125,5.69,2694.71,2694.71,5389.41
NCL2015-0125,5.79,2697.51,2697.51,5395.02
NCL2015-0125,5.89,2700.31,2700.31,5400.62
NCL2015-0125,5.98,3282.42,2703.11,5406.22
NCL2015-0125,6.08,3394.47,2705.91,5411.82
NCL2015-0125,6.18,3506.51,2708.71,5417.43
NCL2015-0125,6.27,3618.56,2711.51,5423.03
NCL2015-0125,6.37,3730.60,2714.32,5428.63
NCL2015-0125,6.47,3842.65,2717.12,5434.23
NCL2015-0125,6.56,3954.70,2719.92,5439.83
NCL2015-0125,6.66,4066.74,2722.72,5445.44
NCL2015-0125,6.75,4178.79,2725.52,5451.04
NCL2015-0125,6.85,4290.83,2728.32,5456.64
NCL2015-0125,6.94,4402.88,2731.12,5462.24
NCL2015-0125,7.04,4514.93,2733.92,5467.85
NCL2015-0125,7.13,4626.97,2736.72,5473.45
NCL2015-0125,7.23,4739.02,2739.53,5479.05
NCL2015-0125,7.32,4851.06,2742.33,5484.65
NCL2015-0125,7.42,4963.11,2745.13,5490.26
NCL2015-0125,7.51,5075.16,2747.93,5495.86
NCL2015-0125,7.60,5187.20,2750.73,5501.46
NCL2015-0125,7.70,5299.25,2753.53,5507.06
NCL2015-0125,7.79,5411.29,2756.33,5512.66
NCL2015-0125,7.88,5523.34,2759.13,5518.27
NCL2015-0125,7.98,5635.39,2761.93,5523.87
NCL2015-0125,8.07,5747.43,5529.47,8294.21
NCL2015-0125,8.16,5859.48,5535.07,8302.61
NCL2015-0125,8.25,5971.52,5540.68,8311.01
NCL2015-0125,8.35,6083.57,5546.28,8319.42
NCL2015-0125,8.44,6195.62,5551.88,8327.82
NCL2015-0125,8.53,6307.66,5557.48,8336.22
NCL2015-0125,8.62,6419.71,5563.09,8344.63
NCL2015-0125,8.71,6531.75,5568.69,8353.03
NCL2015-0125,8.80,6643.80,5574.29,8361.43
NCL2015-0125,8.90,6755.85,5579.89,8369.84
NCL2015-0125,8.99,6867.89,5585.49,8378.24
NCL2015-0125,9.08,6979.94,5591.10,8386.65
NCL2015-0125,9.17,7091.98,5596.70,8395.05
NCL2015-0125,9.26,7204.03,5602.30,8403.45
NCL2015-0125,9.35,7316.08,5607.90,8411.86
NCL2015-0125,9.44,7428.12,5613.51,8420.26
NCL2015-0125,9.53,7540.17,5619.11,8428.66
