contract,MP,GM1,GM2,GM1%,GM2%,SPC_A,SPC_B,SPC_C,SPC_D,
NCL2015-0075,6842312.82,1694187.09,1694187.09,0.2476,0.2476,338837.42,338837.42,338837.42,338837.42,
NCL2015-0075,6848141.03,1700015.30,1700015.30,0.2482,0.2482,340003.06,340003.06,340003.06,340003.06,
NCL2015-0075,6853969.23,1705843.50,1705843.50,0.2489,0.2489,341168.70,341168.70,341168.70,341168.70,
NCL2015-0075,6859797.44,1711671.71,1711671.71,0.2495,0.2495,342334.34,342334.34,342334.34,342334.34,
NCL2015-0075,6865625.64,1717499.91,1717499.91,0.2502,0.2502,343499.98,343499.98,343499.98,343499.98,
NCL2015-0075,6871453.85,1723328.12,1723328.12,0.2508,0.2508,344665.62,344665.62,344665.62,344665.62,
NCL2015-0075,6877282.05,1729156.32,1729156.32,0.2514,0.2514,345831.26,345831.26,345831.26,345831.26,
NCL2015-0075,6883110.26,1734984.53,1734984.53,0.2521,0.2521,346996.91,346996.91,346996.91,346996.91,
NCL2015-0075,6888938.46,1740812.73,1740812.73,0.2527,0.2527,348162.55,348162.55,348162.55,348162.55,
NCL2015-0075,6894766.67,1746640.94,1746640.94,0.2533,0.2533,349328.19,349328.19,349328.19,349328.19,
NCL2015-0075,6900594.87,1752469.14,1752469.14,0.2540,0.2540,350493.83,350493.83,350493.83,350493.83,
NCL2015-0075,6906423.08,1758297.35,1758297.35,0.2546,0.2546,351659.47,351659.47,351659.47,351659.47,
NCL2015-0075,6912251.28,1764125.55,1764125.55,0.2552,0.2552,352825.11,352825.11,352825.11,352825.11,
NCL2015-0075,6918079.49,1769953.76,1769953.76,0.2558,0.2558,353990.75,353990.75,353990.75,353990.75,
NCL2015-0075,6923907.69,1775781.96,1775781.96,0.2565,0.2565,355156.39,355156.39,355156.39,355156.39,
NCL2015-0075,6929735.90,1781610.17,1781610.17,0.2571,0.2571,356322.03,356322.03,356322.03,356322.03,
NCL2015-0075,6935564.10,1787438.37,1787438.37,0.2577,0.2577,357487.67,357487.67,357487.67,357487.67,
NCL2015-0075,6941392.31,1793266.58,1793266.58,0.2583,0.2583,358653.32,358653.32,358653.32,358653.32,
NCL2015-0075,6947220.51,1799094.78,1799094.78,0.2590,0.2590,359818.96,359818.96,359818.96,359818.96,
NCL2015-0075,6953048.72,1804922.99,1804922.99,0.2596,0.2596,360984.60,360984.60,360984.60,360984.60,
NCL2015-0075,6958876.93,1810751.20,1810751.20,0.2602,0.2602,362150.24,362150.24,362150.24,362150.24,
NCL2015-0075,6964705.13,1816579.40,1816579.40,0.2608,0.2608,363315.88,363315.88,363315.88,363315.88,
NCL2015-0075,6970533.34,1822407.61,1822407.61,0.2614,0.2614,364481.52,364481.52,364481.52,364481.52,
NCL2015-0075,6976361.54,1828235.81,1828235.81,0.2621,0.2621,365647.16,365647.16,365647.16,365647.16,
NCL2015-0075,6982189.75,1834064.02,1834064.02,0.2627,0.2627,366812.80,366812.80,366812.80,366812.80,
NCL2015-0075,6988017.95,1839892.22,1839892.22,0.2633,0.2633,367978.44,367978.44,367978.44,367978.44,
NCL2015-0075,6993846.16,1845720.43,1845720.43,0.2639,0.2639,369144.09,369144.09,369144.09,369144.09,
NCL2015-0075,6999674.36,1851548.63,1851548.63,0.2645,0.2645,370309.73,370309.73,370309.73,370309.73,
NCL2015-0075,7005502.57,1857376.84,1857376.84,0.2651,0.2651,371475.37,371475.37,371475.37,371475.37,
NCL2015-0075,7011330.77,1863205.04,1863205.04,0.2657,0.2657,372641.01,372641.01,372641.01,372641.01,
NCL2015-0075,7017158.98,1869033.25,1869033.25,0.2664,0.2664,373806.65,373806.65,373806.65,373806.65,
NCL2015-0075,7022987.18,1874861.45,1874861.45,0.2670,0.2670,374972.29,374972.29,374972.29,374972.29,
NCL2015-0075,7028815.39,1880689.66,1880689.66,0.2676,0.2676,376137.93,376137.93,376137.93,376137.93,
NCL2015-0075,7034643.59,1886517.86,1886517.86,0.2682,0.2682,377303.57,377303.57,377303.57,377303.57,
NCL2015-0075,7040471.80,1892346.07,1892346.07,0.2688,0.2688,378469.21,378469.21,378469.21,378469.21,
NCL2015-0075,7046300.00,1898174.27,1898174.27,0.2694,0.2694,379634.85,379634.85,379634.85,379634.85,
NCL2015-0075,7052128.21,1904002.48,1904002.48,0.2700,0.2700,380800.50,380800.50,380800.50,380800.50,
NCL2015-0075,7057956.41,1909830.68,1909830.68,0.2706,0.2706,381966.14,381966.14,381966.14,381966.14,
NCL2015-0075,7063784.62,1915658.89,1915658.89,0.2712,0.2712,383131.78,383131.78,383131.78,383131.78,
NCL2015-0075,7069612.82,1921487.09,1921487.09,0.2718,0.2718,384297.42,384297.42,384297.42,384297.42,
NCL2015-0075,7075441.03,1927315.30,1927315.30,0.2724,0.2724,385463.06,385463.06,385463.06,385463.06,
NCL2015-0075,7081269.23,1933143.50,1933143.50,0.2730,0.2730,386628.70,386628.70,386628.70,386628.70,
NCL2015-0075,7087097.44,1938971.71,1938971.71,0.2736,0.2736,387794.34,387794.34,387794.34,387794.34,
NCL2015-0075,7092925.64,1944799.91,1944799.91,0.2742,0.2742,388959.98,388959.98,388959.98,388959.98,
NCL2015-0075,7098753.85,1950628.12,1950628.12,0.2748,0.2748,390125.62,390125.62,390125.62,390125.62,
NCL2015-0075,7104582.05,1956456.32,1956456.32,0.2754,0.2754,391291.26,391291.26,391291.26,391291.26,
NCL2015-0075,7110410.26,1962284.53,1962284.53,0.2760,0.2760,392456.91,392456.91,392456.91,392456.91,
NCL2015-0075,7116238.46,1968112.73,1968112.73,0.2766,0.2766,393622.55,393622.55,393622.55,393622.55,
NCL2015-0075,7122066.67,1973940.94,1973940.94,0.2772,0.2772,394788.19,394788.19,394788.19,394788.19,
NCL2015-0075,7127894.87,1979769.14,1979769.14,0.2777,0.2777,395953.83,395953.83,395953.83,395953.83,
NCL2015-0075,7133723.08,1985597.35,1985597.35,0.2783,0.2783,397119.47,397119.47,397119.47,397119.47,
NCL2015-0075,7139551.28,1991425.55,1991425.55,0.2789,0.2789,398285.11,398285.11,398285.11,398285.11,
NCL2015-0075,7145379.49,1997253.76,1997253.76,0.2795,0.2795,399450.75,399450.75,399450.75,399450.75,
NCL2015-0075,7151207.69,2003081.96,2003081.96,0.2801,0.2801,400616.39,400616.39,400616.39,400616.39,
NCL2015-0075,7157035.90,2008910.17,2008910.17,0.2807,0.2807,401782.03,401782.03,401782.03,401782.03,
NCL2015-0075,7162864.10,2014738.37,2014738.37,0.2813,0.2813,402947.67,402947.67,402947.67,402947.67,
NCL2015-0075,7168692.31,2020566.58,2020566.58,0.2819,0.2819,404113.32,404113.32,404113.32,404113.32,
NCL2015-0075,7174520.52,2026394.79,2026394.79,0.2824,0.2824,405278.96,405278.96,405278.96,405278.96,
NCL2015-0075,7180348.72,2032222.99,2032222.99,0.2830,0.2830,406444.60,406444.60,406444.60,406444.60,
NCL2015-0075,7186176.93,2038051.20,2038051.20,0.2836,0.2836,407610.24,407610.24,407610.24,407610.24,
NCL2015-0075,7192005.13,2043879.40,2043879.40,0.2842,0.2842,408775.88,408775.88,408775.88,408775.88,
NCL2015-0075,7197833.34,2049707.61,2049707.61,0.2848,0.2848,409941.52,409941.52,409941.52,409941.52,
NCL2015-0075,7203661.54,2055535.81,2055535.81,0.2853,0.2853,411107.16,411107.16,411107.16,411107.16,
NCL2015-0075,7209489.75,2061364.02,2061364.02,0.2859,0.2859,412272.80,412272.80,412272.80,412272.80,
NCL2015-0075,7215317.95,2067192.22,2067192.22,0.2865,0.2865,413438.44,413438.44,413438.44,413438.44,
NCL2015-0075,7221146.16,2073020.43,2073020.43,0.2871,0.2871,414604.09,414604.09,414604.09,414604.09,
NCL2015-0075,7226974.36,2078848.63,2078848.63,0.2877,0.2877,415769.73,415769.73,415769.73,415769.73,
NCL2015-0075,7232802.57,2084676.84,2084676.84,0.2882,0.2882,416935.37,416935.37,416935.37,416935.37,
NCL2015-0075,7238630.77,2090505.04,2090505.04,0.2888,0.2888,418101.01,418101.01,418101.01,418101.01,
NCL2015-0075,7244458.98,2096333.25,2096333.25,0.2894,0.2894,419266.65,419266.65,419266.65,419266.65,
NCL2015-0075,7250287.18,2102161.45,2102161.45,0.2899,0.2899,420432.29,420432.29,420432.29,420432.29,
NCL2015-0075,7256115.39,2107989.66,2107989.66,0.2905,0.2905,421597.93,421597.93,421597.93,421597.93,
NCL2015-0075,7261943.59,2113817.86,2113817.86,0.2911,0.2911,422763.57,422763.57,422763.57,422763.57,
NCL2015-0075,7267771.80,2119646.07,2119646.07,0.2917,0.2917,423929.21,423929.21,423929.21,423929.21,
NCL2015-0075,7273600.00,2125474.27,2125474.27,0.2922,0.2922,425094.85,425094.85,425094.85,425094.85,
NCL2015-0075,7279428.21,2131302.48,2131302.48,0.2928,0.2928,426260.50,426260.50,426260.50,426260.50,
NCL2015-0075,7285256.41,2137130.68,2137130.68,0.2934,0.2934,427426.14,427426.14,427426.14,427426.14,
NCL2015-0075,7291084.62,2142958.89,2142958.89,0.2939,0.2939,428591.78,428591.78,428591.78,428591.78,
NCL2015-0075,7296912.82,2148787.09,2148787.09,0.2945,0.2945,429757.42,429757.42,429757.42,429757.42,
NCL2015-0075,7302741.03,2154615.30,2154615.30,0.2950,0.2950,430923.06,430923.06,430923.06,430923.06,
NCL2015-0075,7308569.23,2160443.50,2160443.50,0.2956,0.2956,432088.70,432088.70,432088.70,432088.70,
NCL2015-0075,7314397.44,2166271.71,2166271.71,0.2962,0.2962,433254.34,433254.34,433254.34,433254.34,
NCL2015-0075,7320225.64,2172099.91,2172099.91,0.2967,0.2967,434419.98,434419.98,434419.98,434419.98,
NCL2015-0075,7326053.85,2177928.12,2177928.12,0.2973,0.2973,435585.62,435585.62,435585.62,435585.62,
NCL2015-0075,7331882.05,2183756.32,2183756.32,0.2978,0.2978,436751.26,436751.26,436751.26,436751.26,
NCL2015-0075,7337710.26,2189584.53,2189584.53,0.2984,0.2984,437916.91,437916.91,437916.91,437916.91,
NCL2015-0075,7343538.46,2195412.73,2195412.73,0.2990,0.2990,439082.55,439082.55,439082.55,439082.55,
NCL2015-0075,7349366.67,2201240.94,2201240.94,0.2995,0.2995,440248.19,440248.19,440248.19,440248.19,
NCL2016-047,1214846.16,143564.11,61195.65,0.1182,0.0504,5813.59,6119.56,5507.61,6119.56,
NCL2016-047,1216153.85,144871.80,62503.34,0.1191,0.0514,5937.82,6250.33,5625.30,6250.33,
NCL2016-047,1217461.54,146179.49,63811.03,0.1201,0.0524,6062.05,6381.10,5742.99,6381.10,
NCL2016-047,1218769.23,147487.18,65118.72,0.1210,0.0534,6186.28,6511.87,5860.69,6511.87,
NCL2016-047,1220076.93,148794.88,66426.42,0.1220,0.0544,6310.51,6642.64,5978.38,6642.64,
NCL2016-047,1221384.62,150102.57,67734.11,0.1229,0.0555,6434.74,6773.41,6096.07,6773.41,
NCL2016-047,1222692.31,151410.26,69041.80,0.1238,0.0565,6558.97,6904.18,6213.76,6904.18,
NCL2016-047,1224000.00,152717.95,70349.49,0.1248,0.0575,6683.20,7034.95,6331.45,7034.95,
NCL2016-047,1225307.69,154025.64,71657.18,0.1257,0.0585,6807.43,7165.72,6449.15,7165.72,
NCL2016-047,1226615.39,155333.34,72964.88,0.1266,0.0595,6931.66,7296.49,6566.84,7296.49,
NCL2016-047,1227923.08,156641.03,74272.57,0.1276,0.0605,7055.89,7427.26,6684.53,7427.26,
NCL2016-047,1229230.77,157948.72,75580.26,0.1285,0.0615,7180.12,7558.03,6802.22,7558.03,
NCL2016-047,1230538.46,159256.41,76887.95,0.1294,0.0625,7304.36,7688.80,6919.92,7688.80,
NCL2016-047,1231846.16,160564.11,78195.65,0.1303,0.0635,7428.59,7819.56,7037.61,7819.56,
NCL2016-047,1233153.85,161871.80,79503.34,0.1313,0.0645,7552.82,7950.33,7155.30,7950.33,
NCL2016-047,1234461.54,163179.49,80811.03,0.1322,0.0655,7677.05,8081.10,7272.99,8081.10,
NCL2016-047,1235769.23,164487.18,82118.72,0.1331,0.0665,7801.28,8211.87,7390.69,8211.87,
NCL2016-047,1237076.93,165794.88,83426.42,0.1340,0.0674,7925.51,8342.64,7508.38,8342.64,
NCL2016-047,1238384.62,167102.57,84734.11,0.1349,0.0684,8049.74,8473.41,7626.07,8473.41,
NCL2016-047,1239692.31,168410.26,86041.80,0.1358,0.0694,8173.97,8604.18,7743.76,8604.18,
NCL2016-047,1241000.00,169717.95,87349.49,0.1368,0.0704,8298.20,8734.95,7861.45,8734.95,
NCL2016-047,1242307.69,171025.64,88657.18,0.1377,0.0714,8422.43,8865.72,7979.15,8865.72,
NCL2016-047,1243615.39,172333.34,89964.88,0.1386,0.0723,8546.66,8996.49,8096.84,8996.49,
NCL2016-047,1244923.08,173641.03,91272.57,0.1395,0.0733,8670.89,9127.26,8214.53,9127.26,
NCL2016-047,1246230.77,174948.72,92580.26,0.1404,0.0743,8795.12,9258.03,8332.22,9258.03,
NCL2016-047,1247538.46,176256.41,93887.95,0.1413,0.0753,8919.36,9388.80,8449.92,9388.80,
NCL2016-047,1248846.16,177564.11,95195.65,0.1422,0.0762,9043.59,9519.56,8567.61,9519.56,
NCL2016-047,1250153.85,178871.80,96503.34,0.1431,0.0772,9167.82,9650.33,8685.30,9650.33,
NCL2016-047,1251461.54,180179.49,97811.03,0.1440,0.0782,9292.05,9781.10,8802.99,9781.10,
NCL2016-047,1252769.23,181487.18,99118.72,0.1449,0.0791,9416.28,9911.87,8920.69,9911.87,
NCL2016-047,1254076.93,182794.88,100426.42,0.1458,0.0801,11046.91,11549.04,10544.77,11549.04,
NCL2016-047,1255384.62,184102.57,101734.11,0.1467,0.0810,11190.75,11699.42,10682.08,11699.42,
NCL2016-047,1256692.31,185410.26,103041.80,0.1475,0.0820,11334.60,11849.81,10819.39,11849.81,
NCL2016-047,1258000.00,186717.95,104349.49,0.1484,0.0829,11478.44,12000.19,10956.70,12000.19,
NCL2016-047,1259307.69,188025.64,105657.18,0.1493,0.0839,11622.29,12150.58,11094.00,12150.58,
NCL2016-047,1260615.39,189333.34,106964.88,0.1502,0.0849,11766.14,12300.96,11231.31,12300.96,
NCL2016-047,1261923.08,190641.03,108272.57,0.1511,0.0858,11909.98,12451.35,11368.62,12451.35,
NCL2016-047,1263230.77,191948.72,109580.26,0.1520,0.0867,12053.83,12601.73,11505.93,12601.73,
NCL2016-047,1264538.46,193256.41,110887.95,0.1528,0.0877,12197.67,12752.11,11643.24,12752.11,
NCL2016-047,1265846.16,194564.11,112195.65,0.1537,0.0886,12341.52,12902.50,11780.54,12902.50,
NCL2016-047,1267153.85,195871.80,113503.34,0.1546,0.0896,12485.37,13052.88,11917.85,13052.88,
NCL2016-047,1268461.54,197179.49,114811.03,0.1554,0.0905,12629.21,13203.27,12055.16,13203.27,
NCL2016-047,1269769.23,198487.18,116118.72,0.1563,0.0914,12773.06,13353.65,12192.47,13353.65,
NCL2016-047,1271076.93,199794.88,117426.42,0.1572,0.0924,12916.91,13504.04,12329.77,13504.04,
NCL2016-047,1272384.62,201102.57,118734.11,0.1581,0.0933,13060.75,13654.42,12467.08,13654.42,
NCL2016-047,1273692.31,202410.26,120041.80,0.1589,0.0942,13204.60,13804.81,12604.39,13804.81,
NCL2016-047,1275000.00,203717.95,121349.49,0.1598,0.0952,13348.44,13955.19,12741.70,13955.19,
NCL2016-047,1276307.69,205025.64,122657.18,0.1606,0.0961,13492.29,14105.58,12879.00,14105.58,
NCL2016-047,1277615.39,206333.34,123964.88,0.1615,0.0970,13636.14,14255.96,13016.31,14255.96,
NCL2016-047,1278923.08,207641.03,125272.57,0.1624,0.0980,13779.98,14406.35,13153.62,14406.35,
NCL2016-047,1280230.77,208948.72,126580.26,0.1632,0.0989,13923.83,14556.73,13290.93,14556.73,
NCL2016-047,1281538.46,210256.41,127887.95,0.1641,0.0998,14067.67,14707.11,13428.24,14707.11,
NCL2016-047,1282846.16,211564.11,129195.65,0.1649,0.1007,16795.43,18087.39,15503.48,16795.43,
NCL2016-047,1284153.85,212871.80,130503.34,0.1658,0.1016,16965.43,18270.47,15660.40,16965.43,
NCL2016-047,1285461.54,214179.49,131811.03,0.1666,0.1025,17135.43,18453.54,15817.32,17135.43,
NCL2016-047,1286769.23,215487.18,133118.72,0.1675,0.1035,17305.43,18636.62,15974.25,17305.43,
NCL2016-047,1288076.93,216794.88,134426.42,0.1683,0.1044,17475.43,18819.70,16131.17,17475.43,
NCL2016-047,1289384.62,218102.57,135734.11,0.1692,0.1053,17645.43,19002.78,16288.09,17645.43,
NCL2016-047,1290692.31,219410.26,137041.80,0.1700,0.1062,17815.43,19185.85,16445.02,17815.43,
NCL2016-047,1292000.00,220717.95,138349.49,0.1708,0.1071,17985.43,19368.93,16601.94,17985.43,
NCL2016-047,1293307.69,222025.64,139657.18,0.1717,0.1080,18155.43,19552.01,16758.86,18155.43,
NCL2016-047,1294615.39,223333.34,140964.88,0.1725,0.1089,18325.43,19735.08,16915.79,18325.43,
NCL2016-047,1295923.08,224641.03,142272.57,0.1733,0.1098,18495.43,19918.16,17072.71,18495.43,
NCL2016-047,1297230.77,225948.72,143580.26,0.1742,0.1107,18665.43,20101.24,17229.63,18665.43,
NCL2016-047,1298538.46,227256.41,144887.95,0.1750,0.1116,18835.43,20284.31,17386.55,18835.43,
NCL2016-047,1299846.16,228564.11,146195.65,0.1758,0.1125,19005.43,20467.39,17543.48,19005.43,
NCL2016-047,1301153.85,229871.80,147503.34,0.1767,0.1134,19175.43,20650.47,17700.40,19175.43,
NCL2016-047,1302461.54,231179.49,148811.03,0.1775,0.1143,19345.43,20833.54,17857.32,19345.43,
NCL2016-047,1303769.23,232487.18,150118.72,0.1783,0.1151,19515.43,21016.62,18014.25,19515.43,
NCL2016-047,1305076.93,233794.88,151426.42,0.1791,0.1160,19685.43,21199.70,18171.17,19685.43,
NCL2016-047,1306384.62,235102.57,152734.11,0.1800,0.1169,19855.43,21382.78,18328.09,19855.43,
NCL2016-047,1307692.31,236410.26,154041.80,0.1808,0.1178,20025.43,21565.85,18485.02,20025.43,
NCL2016-047,1309000.00,237717.95,155349.49,0.1816,0.1187,20195.43,21748.93,18641.94,20195.43,
NCL2016-047,1310307.69,239025.64,156657.18,0.1824,0.1196,20365.43,21932.01,18798.86,20365.43,
NCL2016-047,1311615.39,240333.34,157964.88,0.1832,0.1204,20535.43,22115.08,18955.79,20535.43,
NCL2016-047,1312923.08,241641.03,159272.57,0.1840,0.1213,20705.43,22298.16,19112.71,20705.43,
NCL2016-047,1314230.77,242948.72,160580.26,0.1849,0.1222,20875.43,22481.24,19269.63,20875.43,
NCL2016-047,1315538.46,244256.41,161887.95,0.1857,0.1231,21045.43,22664.31,19426.55,21045.43,
NCL2016-047,1316846.16,245564.11,163195.65,0.1865,0.1239,21215.43,22847.39,19583.48,21215.43,
NCL2016-047,1318153.85,246871.80,164503.34,0.1873,0.1248,21385.43,23030.47,19740.40,21385.43,
NCL2016-047,1319461.54,248179.49,165811.03,0.1881,0.1257,21555.43,23213.54,19897.32,21555.43,
NCL2016-047,1320769.23,249487.18,167118.72,0.1889,0.1265,21725.43,23396.62,20054.25,21725.43,
NCL2016-047,1322076.93,250794.88,168426.42,0.1897,0.1274,21895.43,23579.70,20211.17,21895.43,
NCL2016-047,1323384.62,252102.57,169734.11,0.1905,0.1283,22065.43,23762.78,20368.09,22065.43,
NCL2016-047,1324692.31,253410.26,171041.80,0.1913,0.1291,22235.43,23945.85,20525.02,22235.43,
NCL2016-047,1326000.00,254717.95,172349.49,0.1921,0.1300,22405.43,24128.93,20681.94,22405.43,
NCL2016-047,1327307.69,256025.64,173657.18,0.1929,0.1308,22575.43,24312.01,20838.86,22575.43,
NCL2016-047,1328615.39,257333.34,174964.88,0.1937,0.1317,22745.43,24495.08,20995.79,22745.43,
NCL2016-047,1329923.08,258641.03,176272.57,0.1945,0.1325,22915.43,24678.16,21152.71,22915.43,
NCL2016-047,1331230.77,259948.72,177580.26,0.1953,0.1334,23085.43,24861.24,21309.63,23085.43,
NCL2016-047,1332538.46,261256.41,178887.95,0.1961,0.1342,23255.43,25044.31,21466.55,23255.43,
NCL2016-047,1333846.16,262564.11,180195.65,0.1968,0.1351,23425.43,25227.39,21623.48,23425.43,
NCL2016-047,1335153.85,263871.80,181503.34,0.1976,0.1359,23595.43,25410.47,21780.40,23595.43,
NCL2016-047,1336461.54,265179.49,182811.03,0.1984,0.1368,23765.43,25593.54,21937.32,23765.43,
NCL2016-047,1337769.23,266487.18,184118.72,0.1992,0.1376,23935.43,25776.62,22094.25,23935.43,
NCL2016-047,1339076.93,267794.88,185426.42,0.2000,0.1385,24105.43,25959.70,22251.17,24105.43,
NCL2016-047,1340384.62,269102.57,186734.11,0.2008,0.1393,24275.43,26142.78,22408.09,24275.43,
NCL2016-047,1341692.31,270410.26,188041.80,0.2015,0.1402,24445.43,26325.85,22565.02,24445.43,
NCL2016-047,1343000.00,271717.95,189349.49,0.2023,0.1410,24615.43,26508.93,22721.94,24615.43,
NCL2016-047,1344307.69,273025.64,190657.18,0.2031,0.1418,24785.43,26692.01,22878.86,24785.43,
NCL2016-047,1345615.39,274333.34,191964.88,0.2039,0.1427,24955.43,26875.08,23035.79,24955.43,
NCL2016-047,1346923.08,275641.03,193272.57,0.2046,0.1435,25125.43,27058.16,23192.71,25125.43,
NCL2016-047,1348230.77,276948.72,194580.26,0.2054,0.1443,25295.43,27241.24,23349.63,25295.43,
NCL2016-047,1349538.46,278256.41,195887.95,0.2062,0.1452,25465.43,27424.31,23506.55,25465.43,
NCL2016-047,1350846.16,279564.11,197195.65,0.2070,0.1460,25635.43,27607.39,23663.48,25635.43,
NCL2016-047,1352153.85,280871.80,198503.34,0.2077,0.1468,25805.43,27790.47,23820.40,25805.43,
NCL2016-047,1353461.54,282179.49,199811.03,0.2085,0.1476,25975.43,27973.54,23977.32,25975.43,
NCL2016-047,1354769.23,283487.18,201118.72,0.2093,0.1485,26145.43,28156.62,24134.25,26145.43,
NCL2016-047,1356076.93,284794.88,202426.42,0.2100,0.1493,26315.43,28339.70,24291.17,26315.43,
NCL2016-047,1357384.62,286102.57,203734.11,0.2108,0.1501,30560.12,33616.13,30560.12,30560.12,
NCL2016-047,1358692.31,287410.26,205041.80,0.2115,0.1509,30756.27,33831.90,30756.27,30756.27,
NCL2016-047,1360000.00,288717.95,206349.49,0.2123,0.1517,30952.42,34047.67,30952.42,30952.42,
NCL2016-047,1361307.69,290025.64,207657.18,0.2130,0.1525,31148.58,34263.44,31148.58,31148.58,
NCL2016-047,1362615.39,291333.34,208964.88,0.2138,0.1534,31344.73,34479.20,31344.73,31344.73,
NCL2016-047,1363923.08,292641.03,210272.57,0.2146,0.1542,31540.89,34694.97,31540.89,31540.89,
NCL2016-047,1365230.77,293948.72,211580.26,0.2153,0.1550,31737.04,34910.74,31737.04,31737.04,
NCL2016-047,1366538.46,295256.41,212887.95,0.2161,0.1558,31933.19,35126.51,31933.19,31933.19,
NCL2016-047,1367846.16,296564.11,214195.65,0.2168,0.1566,32129.35,35342.28,32129.35,32129.35,
NCL2016-047,1369153.85,297871.80,215503.34,0.2176,0.1574,32325.50,35558.05,32325.50,32325.50,
NCL2016-047,1370461.54,299179.49,216811.03,0.2183,0.1582,32521.65,35773.82,32521.65,32521.65,
NCL2016-047,1371769.23,300487.18,218118.72,0.2191,0.1590,32717.81,35989.59,32717.81,32717.81,
NCL2016-047,1373076.93,301794.88,219426.42,0.2198,0.1598,32913.96,36205.36,32913.96,32913.96,
NCL2016-047,1374384.62,303102.57,220734.11,0.2205,0.1606,33110.12,36421.13,33110.12,33110.12,
NCL2016-047,1375692.31,304410.26,222041.80,0.2213,0.1614,33306.27,36636.90,33306.27,33306.27,
NCL2016-047,1377000.00,305717.95,223349.49,0.2220,0.1622,33502.42,36852.67,33502.42,33502.42,
NCL2016-047,1378307.69,307025.64,224657.18,0.2228,0.1630,33698.58,37068.44,33698.58,33698.58,
NCL2016-047,1379615.39,308333.34,225964.88,0.2235,0.1638,33894.73,37284.20,33894.73,33894.73,
NCL2016-047,1380923.08,309641.03,227272.57,0.2242,0.1646,34090.89,37499.97,34090.89,34090.89,
NCL2016-047,1382230.77,310948.72,228580.26,0.2250,0.1654,34287.04,37715.74,34287.04,34287.04,
NCL2016-047,1383538.46,312256.41,229887.95,0.2257,0.1662,34483.19,37931.51,34483.19,34483.19,
